i	dbcode	exp	id	isParent	name	open	pid	wd
6	fsnd		A0906	False	农业生产资料价格分类指数(上年=100)	False	A09	zb
7	fsnd		A0907	False	农产品生产价格指数(上年=100)	False	A09	zb
8	fsnd		A0908	False	工业生产者出厂价格指数(上年=100)	False	A09	zb
9	fsnd		A0909	False	固定资产投资价格指数(上年=100)	False	A09	zb
0	fsnd		A0A00	False	全体及分城乡居民收支基本情况(新口径)	False	A0A	zb
1	fsnd		A0A01	False	城乡居民人民币储蓄存款(年底余额)	False	A0A	zb
2	fsnd		A0A02	False	城镇居民平均每人全年家庭收入来源	False	A0A	zb
3	fsnd		A0A03	False	城镇居民家庭平均每人全年消费性支出	False	A0A	zb
4	fsnd		A0A04	False	城镇居民家庭平均每百户耐用消费品拥有量	False	A0A	zb
5	fsnd		A0A05	False	按来源分农村居民家庭人均纯收入	False	A0A	zb
6	fsnd		A0A06	False	农村居民家庭平均每人消费支出	False	A0A	zb
7	fsnd		A0A09	False	农村居民家庭平均每百户主要耐用消费品拥有量	False	A0A	zb
8	fsnd		A0A0A	False	农村居民家庭住房情况	False	A0A	zb
0	fsnd		A0B01	False	全部地级及以上城市数	False	A0B	zb
1	fsnd		A0B02	False	城市建设	False	A0B	zb
2	fsnd		A0B03	False	城市供水	False	A0B	zb
3	fsnd		A0B04	False	城市燃气	False	A0B	zb
4	fsnd		A0B05	False	城市集中供热	False	A0B	zb
5	fsnd		A0B06	False	城市市政设施	False	A0B	zb
6	fsnd		A0B07	False	城市公共交通	False	A0B	zb
7	fsnd		A0B08	False	城市绿地和园林	False	A0B	zb
8	fsnd		A0B09	False	城市市容环境卫生	False	A0B	zb
9	fsnd		A0B0A	False	城市设施水平	False	A0B	zb
0	fsnd		A0C01	False	主要能源、黑色金属矿产基础储量	False	A0C	zb
1	fsnd		A0C02	False	主要有色金属、非金属矿产基础储量	False	A0C	zb
2	fsnd		A0C03	False	水资源	False	A0C	zb
3	fsnd		A0C04	False	供水用水情况	False	A0C	zb
4	fsnd		A0C05	False	废水中主要污染物排放情况	False	A0C	zb
5	fsnd		A0C06	False	废气中主要污染物排放	False	A0C	zb
6	fsnd		A0C08	False	城市生活垃圾清运和处理情况	False	A0C	zb
7	fsnd		A0C0A	False	森林资源	False	A0C	zb
8	fsnd		A0C0B	False	造林面积	False	A0C	zb
9	fsnd		A0C0C	False	林业重点工程造林面积	False	A0C	zb
10	fsnd		A0C0D	False	草原建设利用	False	A0C	zb
11	fsnd		A0C0G	False	自然保护基本情况	False	A0C	zb
12	fsnd		A0C0H	False	自然灾害	False	A0C	zb
13	fsnd		A0C0I	False	地质灾害及防治	False	A0C	zb
14	fsnd		A0C0J	False	森林火灾	False	A0C	zb
15	fsnd		A0C0K	False	森林病虫鼠害防治	False	A0C	zb
16	fsnd		A0C0L	False	突发环境事件情况	False	A0C	zb
17	fsnd		A0C0M	False	地震灾害	False	A0C	zb
18	fsnd		A0C0N	False	工业污染治理投资完成情况	False	A0C	zb
19	fsnd		A0C0O	False	林业投资资金来源	False	A0C	zb
20	fsnd		A0C0P	False	林业投资	False	A0C	zb
0	fsnd		A0D01	False	农村基层组织情况	False	A0D	zb
1	fsnd		A0D02	False	乡村户数和乡村人口	False	A0D	zb
2	fsnd		A0D03	False	乡村从业人员	False	A0D	zb
3	fsnd		A0D05	False	农、林、牧、渔业总产值及指数	False	A0D	zb
4	fsnd		A0D06	False	农林牧渔业增加值	False	A0D	zb
5	fsnd		A0D0G	False	主要农业机械年末拥有量	False	A0D	zb
6	fsnd		A0D0H	False	有效灌溉面积、农用化肥施用量、农村水电站及用电量	False	A0D	zb
7	fsnd		A0D0I	False	农村水电建设和发电量	False	A0D	zb
8	fsnd		A0D0J	False	水利设施和除涝面积	False	A0D	zb
9	fsnd		A0D0K	False	农用柴油和农药使用量	False	A0D	zb
10	fsnd		A0D0L	False	农用塑料薄膜使用量	False	A0D	zb
11	fsnd		A0D0M	False	农村居民家庭生产性固定资产原值	False	A0D	zb
12	fsnd		A0D0N	False	农村居民家庭平均每百户拥有主要生产性固定资产数量	False	A0D	zb
13	fsnd		A0D0O	False	农村居民家庭土地经营情况	False	A0D	zb
14	fsnd		A0D0P	False	主要农作物播种面积	False	A0D	zb
15	fsnd		A0D0Q	False	主要农作物产品产量	False	A0D	zb
16	fsnd		A0D0R	False	主要农作物单位面积产量	False	A0D	zb
17	fsnd		A0D0S	False	果园面积	False	A0D	zb
18	fsnd		A0D0T	False	瓜果类面积	False	A0D	zb
19	fsnd		A0D0U	False	茶园面积	False	A0D	zb
20	fsnd		A0D0V	False	茶叶、水果产量	False	A0D	zb
21	fsnd		A0D0W	False	瓜果类单位面积产量	False	A0D	zb
22	fsnd		A0D0X	False	主要林产品产量	False	A0D	zb
23	fsnd		A0D0Y	False	牲畜饲养	False	A0D	zb
24	fsnd		A0D0Z	False	牲畜出栏量	False	A0D	zb
25	fsnd		A0D10	False	畜产品产量	False	A0D	zb
26	fsnd		A0D11	False	水产品产量	False	A0D	zb
27	fsnd		A0D12	False	农村居民家庭平均每人出售主要农产品	False	A0D	zb
28	fsnd		A0D13	False	农村居民家庭平均每人出售主要畜产品及水产品	False	A0D	zb
29	fsnd		A0D14	False	按人口平均的主要农产品产量	False	A0D	zb
30	fsnd		A0D15	False	平均每一农业劳动力生产的主要农产品	False	A0D	zb
31	fsnd		A0D17	False	水产养殖面积	False	A0D	zb
32	fsnd		A0D18	False	受灾和成灾面积	False	A0D	zb
0	fsnd		A0E01	False	规模以上工业企业主要经济指标	False	A0E	zb
1	fsnd		A0E02	False	国有控股工业企业主要经济指标	False	A0E	zb
2	fsnd		A0E03	False	私营工业企业主要经济指标	False	A0E	zb
3	fsnd		A0E04	False	外商及港澳台商投资工业企业主要经济指标	False	A0E	zb
4	fsnd		A0E05	False	大中型工业企业主要经济指标	False	A0E	zb
5	fsnd		A0E0B	False	工业产品产量	False	A0E	zb
0	fsnd		A0F01	False	总承包建筑业企业主要经济指标	False	A0F	zb
1	fsnd		A0F02	False	专业承包建筑业企业主要经济指标	False	A0F	zb
2	fsnd		A0F03	False	建筑业总产值	False	A0F	zb
3	fsnd		A0F04	False	建筑业增加值	False	A0F	zb
4	fsnd		A0F05	False	建筑业企业利税总额	False	A0F	zb
5	fsnd		A0F06	False	建筑业企业利润总额	False	A0F	zb
6	fsnd		A0F07	False	按建筑业增加值计算的劳动生产率	False	A0F	zb
7	fsnd		A0F08	False	按登记注册类型分建筑业企业单位数	False	A0F	zb
8	fsnd		A0F09	False	按登记注册类型分建筑业企业从业人员	False	A0F	zb
9	fsnd		A0F0A	False	建筑业企业技术装备情况	False	A0F	zb
10	fsnd		A0F0B	False	国有建筑业企业技术装备情况	False	A0F	zb
11	fsnd		A0F0C	False	按登记注册类型分建筑业总产值	False	A0F	zb
12	fsnd		A0F0D	False	按行业分建筑业总产值	False	A0F	zb
13	fsnd		A0F0E	False	建筑业企业签订合同和承包工程完成情况	False	A0F	zb
14	fsnd		A0F0F	False	按登记注册类型分建筑业企业实收资本	False	A0F	zb
15	fsnd		A0F0G	False	建筑业企业资产	False	A0F	zb
16	fsnd		A0F0H	False	按登记注册类型分建筑业企业资产	False	A0F	zb
17	fsnd		A0F0I	False	建筑业企业负债及所有者权益	False	A0F	zb
18	fsnd		A0F0J	False	按登记注册类型分建筑业企业所有者权益	False	A0F	zb
19	fsnd		A0F0K	False	按登记注册类型分建筑业企业负债	False	A0F	zb
20	fsnd		A0F0L	False	建筑业企业总收入	False	A0F	zb
21	fsnd		A0F0M	False	按登记注册类型分建筑业企业总收入	False	A0F	zb
22	fsnd		A0F0N	False	建筑业企业利税总额	False	A0F	zb
23	fsnd		A0F0O	False	按登记注册类型分建筑业企业税金总额	False	A0F	zb
24	fsnd		A0F0P	False	按登记注册类型分建筑业企业利润总额	False	A0F	zb
25	fsnd		A0F0Q	False	按资质等级分总承包建筑业企业利润总额	False	A0F	zb
26	fsnd		A0F0R	False	按资质等级分专业承包建筑业企业利润总额	False	A0F	zb
27	fsnd		A0F0S	False	按登记注册类型分建筑业企业工程结算利润	False	A0F	zb
28	fsnd		A0F0T	False	建筑业劳动生产率	False	A0F	zb
29	fsnd		A0F0U	False	建筑业房屋建筑面积	False	A0F	zb
30	fsnd		A0F0V	False	劳务分包建筑业企业主要指标	False	A0F	zb
31	fsnd		A0F0W	False	勘察设计机构和人员数	False	A0F	zb
32	fsnd		A0F0X	False	勘察设计单位营业收入情况	False	A0F	zb
33	fsnd		A0F0Y	False	建设工程监理企业和人员数	False	A0F	zb
34	fsnd		A0F0Z	False	建设工程监理营业收入	False	A0F	zb
0	fsnd		A0G01	False	交通运输、邮电通信业就业人员数	False	A0G	zb
1	fsnd		A0G02	False	运输线路长度	False	A0G	zb
2	fsnd		A0G03	False	客运量	False	A0G	zb
3	fsnd		A0G04	False	旅客周转量	False	A0G	zb
4	fsnd		A0G05	False	货运量	False	A0G	zb
5	fsnd		A0G06	False	货物周转量	False	A0G	zb
6	fsnd		A0G07	False	民用汽车拥有量	False	A0G	zb
7	fsnd		A0G08	False	私人汽车拥有量	False	A0G	zb
8	fsnd		A0G09	False	新注册民用汽车数量	False	A0G	zb
9	fsnd		A0G0A	False	公路营运汽车拥有量	False	A0G	zb
10	fsnd		A0G0B	False	民用运输船舶拥有量	False	A0G	zb
11	fsnd		A0G0D	False	邮电业务量	False	A0G	zb
12	fsnd		A0G0E	False	快递业务量	False	A0G	zb
13	fsnd		A0G0F	False	邮政业网点及邮递线路	False	A0G	zb
14	fsnd		A0G0G	False	电信主要通信能力	False	A0G	zb
15	fsnd		A0G0H	False	电信通信服务水平	False	A0G	zb
16	fsnd		A0G0I	False	邮政通信服务水平	False	A0G	zb
17	fsnd		A0G0J	False	互联网主要指标发展情况	False	A0G	zb
18	fsnd		A0G0L	False	软件和信息技术服务业主要经济指标	False	A0G	zb
19	fsnd		A0G0K	False	企业信息化及电子商务情况	False	A0G	zb
0	fsnd		A0I01	False	限额以上批发和零售业企业年末资产负债	False	A0I	zb
1	fsnd		A0I02	False	限额以上批发和零售业企业主要财务指标	False	A0I	zb
2	fsnd		A0I03	False	限额以上批发业企业基本情况和商品购销存情况	False	A0I	zb
3	fsnd		A0I04	False	限额以上批发业企业资产及负债	False	A0I	zb
4	fsnd		A0I05	False	限额以上批发业企业主要财务指标	False	A0I	zb
5	fsnd		A0I06	False	限额以上零售业企业基本情况和商品购销存情况	False	A0I	zb
6	fsnd		A0I07	False	限额以上零售业企业资产及负债	False	A0I	zb
7	fsnd		A0I08	False	限额以上零售业企业主要财务指标	False	A0I	zb
8	fsnd		A0I09	False	连锁零售企业	False	A0I	zb
9	fsnd		A0I0A	False	亿元以上商品交易市场基本情况	False	A0I	zb
0	fsnd		A0J01	False	限额以上住宿和餐饮业企业年末资产负债	False	A0J	zb
1	fsnd		A0J02	False	限额以上住宿和餐饮业企业主要财务指标	False	A0J	zb
2	fsnd		A0J03	False	限额以上住宿业企业基本情况和经营情况	False	A0J	zb
3	fsnd		A0J04	False	限额以上住宿业企业企业资产及负债	False	A0J	zb
4	fsnd		A0J05	False	限额以上住宿业企业主要财务指标	False	A0J	zb
5	fsnd		A0J06	False	限额以上餐饮业企业基本情况和经营情况	False	A0J	zb
6	fsnd		A0J07	False	限额以上餐饮业企业资产及负债	False	A0J	zb
7	fsnd		A0J08	False	限额以上餐饮业企业主要财务指标	False	A0J	zb
8	fsnd		A0J09	False	连锁餐饮企业基本情况	False	A0J	zb
0	fsnd		A0K01	False	国际旅游(外汇)收入	False	A0K	zb
1	fsnd		A0K02	False	接待入境过夜游客	False	A0K	zb
0	fsnd		A0L01	False	原保险保费收入和赔付支出情况	False	A0L	zb
0	fsnd		A0M01	False	高等学校普通本、专科学校和学生情况	False	A0M	zb
1	fsnd		A0M02	False	普通高等学校(机构)教职工情况	False	A0M	zb
2	fsnd		A0M03	False	中等职业学校(机构)学生情况	False	A0M	zb
3	fsnd		A0M04	False	中等职业学校(机构)教职工数	False	A0M	zb
4	fsnd		A0M05	False	普通高中基本情况	False	A0M	zb
5	fsnd		A0M06	False	初中基本情况	False	A0M	zb
6	fsnd		A0M07	False	普通小学基本情况	False	A0M	zb
7	fsnd		A0M08	False	特殊教育基本情况	False	A0M	zb
8	fsnd		A0M09	False	各级普通学校生师比	False	A0M	zb
9	fsnd		A0M0A	False	每十万人口各级学校平均在校生数	False	A0M	zb
10	fsnd		A0M0B	False	教育经费情况	False	A0M	zb
11	fsnd		A0M0C	False	普通高等学校招生报名情况	False	A0M	zb
12	fsnd		A0M0D	False	在职人员攻读博士、硕士学位分学科学生数	False	A0M	zb
0	fsnd		A0N01	False	规模以上工业企业研究与试验发展(R&D)活动情况	False	A0N	zb
1	fsnd		A0N02	False	规模以上工业企业新产品开发及生产情况	False	A0N	zb
2	fsnd		A0N03	False	规模以上工业企业专利情况	False	A0N	zb
3	fsnd		A0N04	False	国内三种专利申请受理数和授权数	False	A0N	zb
4	fsnd		A0N05	False	公有经济企事业单位专业技术人员数	False	A0N	zb
5	fsnd		A0N06	False	技术市场成交额	False	A0N	zb
6	fsnd		A0N07	False	测绘地理信息部门生产完成情况	False	A0N	zb
7	fsnd		A0N08	False	测绘资料提供情况	False	A0N	zb
8	fsnd		A0N09	False	地震监测情况	False	A0N	zb
9	fsnd		A0N0A	False	气象业务站点及观测项目情况	False	A0N	zb
10	fsnd		A0N0B	False	产品质量情况	False	A0N	zb
11	fsnd		A0N0C	False	产品质量省级监督抽查	False	A0N	zb
12	fsnd		A0N0D	False	出入境货物检验检疫	False	A0N	zb
0	fsnd		A0O01	False	医疗卫生机构	False	A0O	zb
1	fsnd		A0O02	False	卫生人员	False	A0O	zb
2	fsnd		A0O03	False	每万人口卫生技术人员数	False	A0O	zb
3	fsnd		A0O04	False	村卫生室情况	False	A0O	zb
4	fsnd		A0O05	False	医疗卫生机构床位	False	A0O	zb
5	fsnd		A0O06	False	每万人口医疗卫生机构床位数	False	A0O	zb
6	fsnd		A0O07	False	按床位数分组的社区卫生服务中心(站)	False	A0O	zb
7	fsnd		A0O08	False	医疗卫生机构门诊服务情况	False	A0O	zb
8	fsnd		A0O09	False	医疗卫生机构住院服务情况	False	A0O	zb
9	fsnd		A0O0A	False	医院床位利用情况	False	A0O	zb
10	fsnd		A0O0B	False	乡镇卫生院医疗服务情况	False	A0O	zb
11	fsnd		A0O0C	False	新型农村合作医疗情况	False	A0O	zb
0	fsnd		A0P01	False	社会福利企业	False	A0P	zb
1	fsnd		A0P02	False	孤儿和家庭儿童收养	False	A0P	zb
2	fsnd		A0P03	False	社会救助	False	A0P	zb
3	fsnd		A0P04	False	医疗救助	False	A0P	zb
4	fsnd		A0P05	False	优抚安置	False	A0P	zb
5	fsnd		A0P06	False	福利彩票销售	False	A0P	zb
6	fsnd		A0P07	False	社会捐赠	False	A0P	zb
7	fsnd		A0P08	False	社区服务机构	False	A0P	zb
8	fsnd		A0P09	False	婚姻服务	False	A0P	zb
9	fsnd		A0P0A	False	殡葬服务	False	A0P	zb
10	fsnd		A0P0B	False	社会组织	False	A0P	zb
11	fsnd		A0P0C	False	自治组织	False	A0P	zb
0	fsnd		A0Q01	False	艺术表演团体、艺术表演场馆演出情况	False	A0Q	zb
1	fsnd		A0Q02	False	博物馆	False	A0Q	zb
2	fsnd		A0Q03	False	公共图书馆	False	A0Q	zb
3	fsnd		A0Q04	False	广播电视节目综合人口覆盖情况	False	A0Q	zb
4	fsnd		A0Q05	False	广播节目制作播出情况	False	A0Q	zb
5	fsnd		A0Q06	False	电视节目制作播出情况	False	A0Q	zb
6	fsnd		A0Q07	False	有线广播电视传输干线网络及用户情况	False	A0Q	zb
7	fsnd		A0Q08	False	广播电视技术情况	False	A0Q	zb
8	fsnd		A0Q09	False	图书、期刊和报纸出版情况	False	A0Q	zb
9	fsnd		A0Q0A	False	少年儿童读物类图书和课本出版情况	False	A0Q	zb
10	fsnd		A0Q0B	False	录像制品出版情况	False	A0Q	zb
11	fsnd		A0Q0C	False	录音制品出版情况	False	A0Q	zb
12	fsnd		A0Q0D	False	电子出版物出版情况	False	A0Q	zb
13	fsnd		A0Q0E	False	版权合同登记	False	A0Q	zb
14	fsnd		A0Q0F	False	出版物发行机构数和网点数	False	A0Q	zb
15	fsnd		A0Q0G	False	出版印刷生产情况	False	A0Q	zb
0	fsnd		A0R01	False	分技术等级运动员发展人数	False	A0R	zb
1	fsnd		A0R02	False	分等级教练员发展人数	False	A0R	zb
0	fsnd		A0S01	False	交通事故	False	A0S	zb
1	fsnd		A0S02	False	火灾事故	False	A0S	zb
2	fsnd		A0S03	False	年末城镇职工基本养老保险	False	A0S	zb
3	fsnd		A0S04	False	失业保险	False	A0S	zb
4	fsnd		A0S05	False	城镇基本医疗保险	False	A0S	zb
5	fsnd		A0S06	False	工伤保险	False	A0S	zb
6	fsnd		A0S07	False	生育保险	False	A0S	zb
7	fsnd		A0S08	False	新型农村社会养老保险试点情况	False	A0S	zb
8	fsnd		A0S0A	False	城乡居民最低生活保障和社会救济平均标准	False	A0S	zb
9	fsnd		A0S0B	False	城乡居民社会养老保险情况	False	A0S	zb
