i	dbcode	exp	id	isParent	name	open	pid	wd
1	fsnd	最终消费支出指常住单位为满足物质、文化和精神生活的需要，从本国经济领土和国外购买的货物和服务的支出。它不包括非常住单位在本国经济领土内的消费支出。最终消费支出分为居民消费支出和政府消费支出。	A020402	True	最终消费	False	A0204	zb
2	fsnd	居民消费支出指常住住户在一定时期内对于货物和服务的全部最终消费支出。居民消费支出除了直接以货币形式购买的货物和服务的消费支出外，还包括以其他方式获得的货物和服务的消费支出，即所谓的虚拟消费支出。居民虚拟消费支出包括如下几种类型：单位以实物报酬及实物转移的形式提供给劳动者的货物和服务；住户生产并由本住户消费了的货物和服务，其中的服务仅指住户的自有住房服务和付酬的家庭雇员提供的家庭和个人服务；金融机构提供的金融媒介服务。	A020403	True	居民消费	False	A0204	zb
3	fsnd		A020405	True	城镇居民消费	False	A0204	zb
4	fsnd		A020404	True	农村居民消费	False	A0204	zb
5	fsnd	政府消费支出指政府部门为全社会提供的公共服务的消费支出和免费或以较低的价格向居民住户提供的货物和服务的净支出，前者等于政府服务的产出价值减去政府单位所获得的经营收入的价值，后者等于政府部门免费或以较低价格向居民住户提供的货物和服务的市场价值减去向住户收取的价值。	A020406	True	政府消费	False	A0204	zb
6	fsnd	资本形成总额指常住单位在一定时期内获得减去处置的固定资产和存货的净额，包括固定资本形成总额和存货增加两部分。	A020407	True	资本形成总额	False	A0204	zb
7	fsnd	固定资本形成总额指常住单位在一定时期内获得的固定资产减处置的固定资产的价值总额。固定资产是通过生产活动生产出来的，且其使用年限在一年以上、单位价值在规定标准以上的资产，不包括自然资产。可分为有形固定资本形成总额和无形固定资本形成总额。有形固定资本形成总额包括一定时期内完成的建筑工程、安装工程和设备工器具购置(减处置)价值，以及土地改良、新增役、种、奶、毛、娱乐用牲畜和新增经济林木价值。无形固定资本形成总额包括矿藏的勘探、计算机软件等获得减处置。	A020408	True	固定资本形成总额	False	A0204	zb
8	fsnd	存货增加指常住单位在一定时期内存货实物量变动的市场价值，即期末价值减期初价值的差额，再扣除当期由于价格变动而产生的持有收益。存货增加可以是正值，也可以是负值，正值表示存货上升，负值表示存货下降。存货包括生产单位购进的原材料、燃料和储备物资等存货，以及生产单位生产的产成品、在制品和半成品等存货。	A020409	True	存货增加	False	A0204	zb
9	fsnd	货物和服务净出口指货物和服务出口减货物和服务进口的差额。出口包括常住单位向非常住单位出售或无偿转让的各种货物和服务的价值；进口包括常住单位从非常住单位购买或无偿得到的各种货物和服务的价值。由于服务活动的提供与使用同时发生，一般把常住单位从非常住单位得到的服务作为进口，非常住单位从常住单位得到的服务作为出口。货物的出口和进口都按离岸价格计算。	A02040A	True	货物和服务净流出	False	A0204	zb
10	fsnd		A02040B	True	最终消费率	False	A0204	zb
11	fsnd		A02040C	True	资本形成率	False	A0204	zb
0	fsnd	居民消费水平指按常住人口平均计算的居民消费支出。	A020501	True	居民消费水平	False	A0205	zb
1	fsnd		A020503	True	城镇居民消费水平	False	A0205	zb
2	fsnd		A020502	True	农村居民消费水平	False	A0205	zb
3	fsnd		A020504	True	居民消费水平指数(上年=100)	False	A0205	zb
4	fsnd		A020506	True	城镇居民消费水平指数(上年=100)	False	A0205	zb
5	fsnd		A020505	True	农村居民消费水平指数(上年=100)	False	A0205	zb
0	fsnd	年末人口数指每年12月31日24时的人口数。年度统计的全国人口总数内未包括香港、澳门特别行政区和台湾省以及海外华侨人数。	A030101	True	年末常住人口	False	A0301	zb
1	fsnd	城镇人口是指居住在城镇范围内的全部常住人口。	A030102	True	城镇人口	False	A0301	zb
2	fsnd	乡村人口是除城镇人口以外的全部人口。	A030103	True	乡村人口	False	A0301	zb
0	fsnd	"出生率(又称粗出生率)指在一定时期内(通常为一年)一定地区的出生人数与同期内平均人数(或期中人数)之比，用千分率表示。本资料中的出生率指年出生率，其计算公式为：出生率=年出生人口/年平均人口*1000‰

式中：出生人数指活产婴儿，即胎儿脱离母体时(不管怀孕月数)，有过呼吸或其他生命现象。年平均人数指年初、年底人口数的平均数，也可用年中人口数代替。
"	A030201	True	人口出生率	False	A0302	zb
1	fsnd	死亡率(又称粗死亡率)指在一定时期内(通常为一年)一定地区的死亡人数与同期内平均人数(或期中人数)之比，用千分率表示。本资料中的死亡率指年死亡率，其计算公式为：死亡率=年死亡人口/年平均人口*1000‰	A030202	True	人口死亡率	False	A0302	zb
2	fsnd	"人口自然增长率指在一定时期内(通常为一年)人口自然增加数(出生人数减死亡人数)与该时期内平均人数(或期中人数)之比，用千分率表示。计算公式为：人口自然增长率=（年出生人口-年死亡人口）/年平均人口*1000‰=人口出生率－人口死亡率
"	A030203	True	人口自然增长率	False	A0302	zb
0	fsnd	平均预期寿命是指已经活到一定岁数的人平均还能再活的年数。它是反映人类健康水平、死亡水平的综合指标，其高低主要受社会经济条件和医疗水平等因素的制约，不同社会、不同时期有很大差别。在不特别指明岁数的情况下，平均预期寿命就是指0岁人口的平均预期寿命。	A030301	True	平均预期寿命	False	A0303	zb
1	fsnd	平均预期寿命是指已经活到一定岁数的人平均还能再活的年数。它是反映人类健康水平、死亡水平的综合指标，其高低主要受社会经济条件和医疗水平等因素的制约，不同社会、不同时期有很大差别。在不特别指明岁数的情况下，平均预期寿命就是指0岁人口的平均预期寿命。	A030302	True	男性平均预期寿命	False	A0303	zb
2	fsnd	平均预期寿命是指已经活到一定岁数的人平均还能再活的年数。它是反映人类健康水平、死亡水平的综合指标，其高低主要受社会经济条件和医疗水平等因素的制约，不同社会、不同时期有很大差别。在不特别指明岁数的情况下，平均预期寿命就是指0岁人口的平均预期寿命。	A030303	True	女性平均预期寿命	False	A0303	zb
0	fsnd		A030801	False	人口数(人口抽样调查)	False	A0308	zb
1	fsnd		A030802	False	户数、户人口及户规模(人口抽样调查)	False	A0308	zb
2	fsnd		A030803	False	按户口登记状况分人口数(人口抽样调查)	False	A0308	zb
3	fsnd		A030804	False	人口年龄构成和抚养比(人口抽样调查)	False	A0308	zb
4	fsnd		A030805	False	按婚姻状况分人口数(人口抽样调查)	False	A0308	zb
5	fsnd		A030806	False	按受教育程度分人口数(人口抽样调查)	False	A0308	zb
6	fsnd		A030807	False	15岁及以上文盲人口(人口抽样调查)	False	A0308	zb
7	fsnd		A030808	False	按家庭户规模分的户数(人口抽样调查)	False	A0308	zb
0	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A040101	True	城镇单位就业人员	False	A0401	zb
1	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A040102	True	农林牧渔业城镇单位就业人员	False	A0401	zb
2	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A040103	True	采矿业城镇单位就业人员	False	A0401	zb
3	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A040104	True	制造业城镇单位就业人员	False	A0401	zb
4	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A040105	True	电力、热力、燃气及水生产和供应业城镇单位就业人员	False	A0401	zb
5	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A040106	True	建筑业城镇单位就业人员	False	A0401	zb
6	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A040107	True	交通运输、仓储和邮政业城镇单位就业人员	False	A0401	zb
7	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A040108	True	信息传输、软件和信息技术服务业城镇单位就业人员	False	A0401	zb
8	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A040109	True	批发和零售业城镇单位就业人员	False	A0401	zb
9	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010A	True	住宿和餐饮业城镇单位就业人员	False	A0401	zb
10	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010B	True	金融业城镇单位就业人员	False	A0401	zb
11	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010C	True	房地产业城镇单位就业人员	False	A0401	zb
12	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010D	True	租赁和商务服务业城镇单位就业人员	False	A0401	zb
13	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010E	True	科学研究和技术服务业城镇单位就业人员	False	A0401	zb
14	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010F	True	水利、环境和公共设施管理业城镇单位就业人员	False	A0401	zb
15	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010G	True	居民服务、修理和其他服务业城镇单位就业人员	False	A0401	zb
16	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010H	True	教育业城镇单位就业人员	False	A0401	zb
17	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010I	True	卫生和社会工作城镇单位就业人员	False	A0401	zb
18	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010J	True	文化、体育和娱乐业城镇单位就业人员	False	A0401	zb
19	fsnd	城镇单位就业人员指在各级国家机关、政党机关、社会团体及企业、事业单位中工作，取得工资或其他形式的劳动报酬的全部人员。包括在岗职工、再就业的离退休人员、民办教师以及在各单位中工作的外方人员和港澳台方人员、兼职人员、借用的外单位人员和第二职业者。不包括离开本单位仍保留劳动关系的职工。	A04010K	True	公共管理、社会保障和社会组织城镇单位就业人员	False	A0401	zb
0	fsnd	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。	A040201	True	私营企业和个体就业人员	False	A0402	zb
1	fsnd	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	A040202	True	制造业私营企业和个体就业人员	False	A0402	zb
2	fsnd	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	A040203	True	建筑业私营企业和个体就业人员	False	A0402	zb
3	fsnd	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	A040204	True	交通运输、仓储和邮政业私营企业和个体就业人员	False	A0402	zb
4	fsnd	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	A040205	True	批发和零售业私营企业和个体就业人员	False	A0402	zb
5	fsnd	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	A040206	True	住宿和餐饮业私营企业和个体就业人员	False	A0402	zb
6	fsnd	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	A040207	True	租赁和商务服务业私营企业和个体就业人员	False	A0402	zb
7	fsnd	就业人员数是指在16周岁及以上，从事一定社会劳动并取得劳动报酬或经营收入的人员。就业人员包括：(1)职工、(2)再就业的离退休人员、(3)私营业主、(4)个体户主、(5)私营企业和个体就业人员、(6)乡镇企业就业人员、(7)农村就业人员、(8)其他就业人员。第一产业是指农、林、牧、渔业。	A040208	True	居民服务和其他服务业私营企业和个体就业人员	False	A0402	zb
0	fsnd	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	A040301	True	城镇私营企业和个体就业人员	False	A0403	zb
1	fsnd	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	A040302	True	制造业城镇私营企业和个体就业人员	False	A0403	zb
2	fsnd	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	A040303	True	建筑业城镇私营企业和个体就业人员	False	A0403	zb
3	fsnd	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	A040304	True	交通运输、仓储和邮政业城镇私营企业和个体就业人员	False	A0403	zb
4	fsnd	城镇私营就业人员指在工商管理部门注册登记，其经营地址设在县城关镇(含县城关镇)以上的私营企业就业人员，包括私营企业投资者和雇工。城镇个体就业人员指在工商管理部门注册登记，并持有城镇户口或在城镇长期居住，经批准从事个体工商经营的就业人员，包括个体经营者和在个体工商户劳动的家庭帮工和雇工。	A040305	True	批发和零售业城镇私营企业和个体就业人员	False	A0403	zb
